acctid,state,zip,rollout,cobal,collscr,cs,accessscr,lnacscr,bureauscr,eaglemod,numcalls,numrpcs,totalpay
326,TX,75147,Associates,1722,10010143,10,0.3040,-1.19,113,51,102,9,80
327,CA,95240,Chase,4481,08000000,8,0.8426,-0.17,94,96,218,5,620
328,TN,38310,Discover,3483,01014798,1,0.2029,-1.6,149,58,51,5,2044
329,PA,18706,Discover,2502,04013018,4,0.7698,-0.26,110,59,101,7,1500
330,CA,90703,Wells,2170,03013299,3,0.6947,-0.36,123,67,80,4,700
331,CA,92336,Wells,1548,05922585,5,0.3937,-0.93,132,74,108,6,80
332,MI,48340,Associates,1827,06012640,6,0.9035,-0.1,102,84,99,1,1937
333,CA,94509,Bank_Of_Am,2753,09011915,9,0.4797,-0.73,139,10,78,2,3755
334,CA,94014,Wells,1397,05012854,5,0.3977,-0.92,125,84,68,3,1107
335,CA,92083,Bank_Of_Am,751,07921879,7,0.0083,-4.79,130,38,50,2,100
336,NY,11419,Discover,7255,08012204,8,0.8102,-0.21,102,1,332,1,160
337,CA,92501,Wells_FIB,3176,02013794,2,0.9263,-0.08,105,79,70,11,3238
338,NY,11378,Associates,2921,07012489,7,0.8078,-0.21,137,39,186,6,200
339,NY,10701,Discover,2004,06012696,6,0.6381,-0.45,129,83,84,5,50
340,KY,40391,Chase,402,02014312,2,0.7939,-0.23,76,43,325,6,225
341,GA,31698,Discover,1579,02014231,2,0.1149,-2.16,84,61,120,6,100
342,VA,22305,Discover,1187,01019427,1,0.7944,-0.23,126,10,119,3,1300
343,CA,91709,Wells,3152,03013390,3,0.3468,-1.06,137,39,46,1,3922
344,NY,11435,Discover,2394,01016154,1,0.3219,-1.13,112,88,81,2,390
345,IL,60194,Chase,3233,05013000,5,0.8528,-0.16,110,6,72,6,1672
346,WI,53944,Bank_Of_Am,1682,03924176,3,0.2217,-1.51,136,69,81,4,1444
347,NC,28115,Associates,2877,01019005,1,0.3798,-0.97,111,39,50,7,682
348,NC,28016,Discover,6330,01014922,1,0.8561,-0.16,93,66,45,6,100
349,DE,19958,Discover,3586,01015397,1,0.4201,-0.87,118,70,80,3,311
350,CA,94590,Wells,2943,02014684,2,0.4083,-0.9,115,85,65,2,475
351,FL,33414,Discover,5933,01014855,1,0.6678,-0.4,131,86,145,1,235
352,CA,94523,Wells_FIB,2599,05012882,5,0.7279,-0.32,103,38,133,1,150
353,IL,60632,Discover,7682,01016572,1,0.9611,-0.04,111,77,87,11,150
354,CA,91343,Wells,1464,03013409,3,0.5512,-0.6,106,60,78,1,798
355,NY,11417,Associates,2302,01018587,1,0.5424,-0.61,101,66,162,1,955
356,CA,90731,Wells,5159,08012174,8,0.7872,-0.24,135,29,41,4,105
357,OK,73036,Bank_Of_Am,2489,04013219,4,0.7616,-0.27,116,1,59,1,200
358,TX,76522,Discover,1294,08012246,8,0.1379,-1.98,142,43,105,4,325
359,CA,90059,Bank_Of_Am,1117,02014565,2,0.1111,-2.2,90,59,22,9,20
360,IL,61241,Associates,3930,09012011,9,0.1244,-2.08,129,86,4,2,838
361,CA,91766,Bank_Of_Am,1837,05012929,5,0.3160,-1.15,130,86,39,1,187
362,CA,94102,Discover,8962,02013729,2,0.9583,-0.04,124,85,227,1,346
363,AZ,85634,Wells,1206,01925636,1,0.2342,-1.45,101,1,225,4,657
364,CA,92249,Wells_FIB,2490,07921999,7,0.2318,-1.46,114,28,280,2,200
365,TX,75040,Associates,3931,03924068,3,0.5442,-0.61,119,7,92,2,1540
366,NY,14301,Discover,1770,02014208,2,0.9350,-0.07,132,39,255,2,250
367,CA,91706,Wells,2542,05012897,5,0.5366,-0.62,74,63,216,1,105
368,MA,02126,Wells,4577,06012734,6,0.8362,-0.18,101,74,65,1,850
369,CA,95620,Associates,3058,05012823,5,0.4578,-0.78,125,41,93,3,300
370,WI,54880,Discover,3022,02013960,2,0.5485,-0.6,108,18,81,3,380
371,TN,38118,Chase,2470,03013516,3,0.4485,-0.8,91,16,52,4,1970
372,CA,92324,Bank_Of_Am,1845,08012278,8,0.4056,-0.9,82,6,19,1,167
373,CA,94122,Bank_Of_Am,5125,07921826,7,0.6018,-0.51,121,62,29,1,350
374,MS,39576,Discover,1343,05012884,5,0.0689,-2.68,114,33,13,4,444
375,CA,95008,Discover,4460,01019451,1,0.3264,-1.12,109,52,47,1,5804
376,TX,75052,Discover,8730,02014145,2,0.0323,-3.43,135,79,78,9,800
377,NJ,07501,Associates,3239,01016918,1,0.6350,-0.45,108,39,113,2,54
378,WI,54947,Associates,1975,07012538,7,0.3184,-1.14,121,56,90,3,100
379,CA,92114,Bank_Of_Am,3317,05012784,5,0.4003,-0.92,137,15,109,1,75
380,TX,77044,Associates,6261,10011182,10,0.8944,-0.11,120,12,59,4,1675
381,DC,20020,Associates,761,08000000,8,0.5900,-0.53,125,44,5,1,25
382,PA,15958,Chase_Rev,511,02013775,2,0.3510,-1.05,127,88,72,2,50
383,PA,15235,Discover,1422,05012871,5,0.6436,-0.44,84,88,139,1,1840
384,HI,96766,Wells,4637,03924317,3,0.3416,-1.07,89,95,1,1,400
385,CA,94801,Wells,9151,01018941,1,0.7457,-0.29,118,54,61,15,625
386,PA,17980,Chase,2232,08000000,8,0.7404,-0.3,117,88,51,1,492
387,CA,96003,Wells,1511,03013606,3,0.8211,-0.2,124,27,59,4,1500
388,MO,65717,Associates,2916,04013171,4,0.2684,-1.32,132,95,33,7,80
389,CA,92225,Wells_FIB,13384,08012224,8,0.0438,-3.13,136,89,45,2,3852
390,CA,94720,Wells,852,05012969,5,0.3466,-1.06,130,58,32,1,700
391,IL,60115,Associates,1700,03013607,3,0.4475,-0.8,124,12,100,1,150
392,MD,20910,Chase_Rev,1911,02013720,2,0.2627,-1.34,112,65,44,2,179
393,CA,93933,Discover,4498,01019058,1,0.9560,-0.04,132,18,113,6,1598
394,CA,92509,Chase,3135,07012493,7,0.2279,-1.48,94,68,53,4,731
395,AL,35962,Discover,5497,02014680,2,0.8509,-0.16,127,85,53,1,375
396,MI,48842,Discover,3789,06012755,6,0.0564,-2.88,95,6,78,2,1038
397,AZ,85338,Wells,1601,04013115,4,0.1724,-1.76,133,66,80,6,1876
398,KY,40218,Discover,3727,08012195,8,0.8785,-0.13,118,33,27,12,70
399,IL,60411,Discover,2377,01016728,1,0.1054,-2.25,120,71,127,8,210
400,MA,02169,Discover,2648,04013038,4,0.2094,-1.56,132,21,33,1,600
401,NY,11210,Discover,1066,07012433,7,0.5487,-0.6,130,63,124,2,952
402,NV,89131,Wells,1619,09012126,9,0.2243,-1.49,146,58,45,3,300
403,AZ,85635,Discover,3303,01019245,1,0.2549,-1.37,131,18,14,4,532
404,FL,32937,Chase_Rev,9170,09012053,9,0.7836,-0.24,118,1,59,3,174
405,TX,77013,Discover,7688,03923928,3,0.9300,-0.07,121,35,114,3,255
406,UT,84765,Bank_Of_Am,4064,01017586,1,0.0887,-2.42,110,62,65,7,960
407,TX,77868,Chase_Rev,6277,09011939,9,0.4241,-0.86,132,95,37,2,100
408,CA,91103,Associates,542,01015342,1,0.8374,-0.18,135,7,38,7,166
409,NC,28803,Bank_Of_Am,2556,02014689,2,0.9638,-0.04,138,67,33,3,99
410,NJ,08110,Chase_Rev,1700,02013833,2,0.4096,-0.89,133,36,69,7,1823
411,CA,94530,Wells,1139,01017947,1,0.7599,-0.27,144,40,165,6,45
412,CA,93950,Wells_FIB,13225,01018869,1,0.9128,-0.09,134,18,80,4,5131
413,NY,12010,Associates,1663,03013435,3,0.2326,-1.46,130,69,45,1,105
414,CT,06519,Wells,5331,01016021,1,0.7372,-0.3,136,3,28,10,335
415,IL,60506,Discover,3497,01015750,1,0.3711,-0.99,98,25,43,2,200
416,TX,75951,Associates,5016,01018683,1,0.0096,-4.65,129,20,21,2,100
417,TX,78631,Associates,1432,09012082,9,0.5320,-0.63,128,53,196,2,80
418,PA,15905,Associates,1576,03013602,3,0.8471,-0.17,130,6,36,3,445
419,NV,89119,Wells,2649,10011756,10,0.4782,-0.74,113,35,54,4,115
420,CA,93703,Bank_Of_Am,285,05012837,5,0.0572,-2.86,134,97,80,1,25
421,TX,77026,Wells,3346,01014856,1,0.2315,-1.46,114,27,129,2,205
422,MI,48122,Associates,4125,05012852,5,0.7667,-0.27,122,67,91,1,692
423,MN,55805,Discover,3466,01016596,1,0.0800,-2.53,142,48,73,2,310
424,FL,34608,Discover,1861,04013190,4,0.5226,-0.65,142,35,64,9,25
425,WI,53149,Associates,10527,01018818,1,0.8067,-0.21,138,50,35,2,1873
426,NY,12144,Discover,2901,04013231,4,0.1137,-2.17,140,26,9,1,50
427,MN,56479,Associates,8221,10011587,10,0.0496,-3,134,48,82,2,991
428,CT,06108,Discover,3217,05012816,5,0.2482,-1.39,139,77,56,3,1085
429,TX,77077,Bank_Of_Am,5002,09012138,9,0.8658,-0.14,97,26,4,1,1215
430,NC,28815,Bank_Of_Am,3583,01016315,1,0.0609,-2.8,125,50,158,1,1175
431,TX,78045,Discover,4742,08012317,8,0.9979,0,119,41,45,2,760
432,NY,10009,Discover,7186,01926209,1,0.2952,-1.22,125,98,102,3,540
433,NY,11233,Chase,1766,08000000,8,0.8961,-0.11,104,12,188,5,50
434,TX,77087,Discover,1559,07012410,7,0.8678,-0.14,120,20,87,1,10
435,CA,94080,Bank_Of_Am,1000,06012642,6,0.3862,-0.95,142,94,96,2,300
436,OR,97209,Wells,362,02014485,2,0.4704,-0.75,129,9,25,1,18
437,MI,48126,Chase,11626,09011966,9,0.6706,-0.4,147,16,101,1,450
438,OH,44120,Discover,1552,03013381,3,0.9107,-0.09,68,18,135,14,375
439,VA,23602,Discover,1584,03013610,3,0.5648,-0.57,115,55,46,3,352
440,FL,33185,Discover,2210,04013278,4,0.1803,-1.71,137,34,37,2,1550
441,TX,78945,Discover,2781,10011217,10,0.7090,-0.34,120,10,102,2,100
442,IL,60628,Chase,462,01015398,1,0.5432,-0.61,109,15,61,3,229
443,CA,92655,Discover,1471,07920000,7,0.0247,-3.7,129,1,89,1,60
444,GA,30815,Wells,3073,03013364,3,0.8965,-0.11,131,93,81,3,272
445,FL,33040,Discover,2915,01014884,1,0.5188,-0.66,75,2,47,1,1050
446,TX,77020,Wells,2964,01015241,1,0.2035,-1.59,122,15,35,5,842
447,CA,94124,Wells,1305,07012534,7,0.0788,-2.54,127,96,6,2,60
448,OH,44512,Bank_Of_Am,4959,05012779,5,0.2774,-1.28,109,54,49,2,1920
449,FL,33447,Associates,3090,01016332,1,0.0089,-4.73,137,78,59,13,2300
450,IL,60616,Discover,3343,07012415,7,0.9751,-0.03,129,26,125,1,200
451,NY,14150,Bank_Of_Am,6097,02924608,2,0.2845,-1.26,123,62,23,4,1910
452,CA,91762,Discover,2712,09011963,9,0.2978,-1.21,112,31,39,1,50
453,CA,91201,Bank_Of_Am,897,01017366,1,0.7838,-0.24,87,79,69,3,1176
454,GA,30263,Chase,2345,04013244,4,0.2017,-1.6,100,16,87,5,914
455,LA,70070,Discover,2590,02013865,2,0.2172,-1.53,97,71,22,2,775
456,WA,98499,Bank_Of_Am,1818,05012823,5,0.6210,-0.48,106,10,18,7,1325
457,CA,94403,Wells,1002,04013076,4,0.5327,-0.63,147,11,115,4,400
458,FL,33756,Bank_Of_Am,6610,10011816,10,0.5146,-0.66,146,6,1,1,3122
459,NV,89506,Bank_Of_Am,8765,10011304,10,0.2380,-1.44,86,27,4,2,1356
460,CA,92870,Chase,5293,08012326,8,0.0809,-2.51,109,74,84,2,2300
461,NC,27513,Discover,4716,02013834,2,0.6258,-0.47,123,29,92,2,2086
462,WA,98826,Wells,2708,02013781,2,0.6626,-0.41,127,91,87,5,910
463,AL,36575,Discover,3954,04013245,4,0.8895,-0.12,91,24,90,4,100
464,IL,60433,Discover,3441,01016803,1,0.4650,-0.77,116,90,521,2,1489
465,AL,36116,Discover,1752,01019561,1,0.0543,-2.91,109,90,76,1,35
466,IL,61301,Associates,3017,04013189,4,0.2730,-1.3,137,83,85,1,1750
467,WI,54130,Discover,2996,08012287,8,0.1059,-2.25,133,25,40,6,175
468,AZ,85323,Chase_Rev,9184,10011555,10,0.3038,-1.19,130,24,382,2,950
469,MA,01830,Discover,4968,02014587,2,0.3690,-1,141,52,124,3,760
470,MA,01089,Associates,2835,04013174,4,0.1213,-2.11,117,43,37,1,1224
471,KY,40517,Discover,4561,01016213,1,0.0808,-2.52,87,87,2,1,1135
472,HI,96814,Bank_Of_Am,465,01927089,1,0.3474,-1.06,135,98,89,2,914
473,TX,76201,Discover,3003,10011631,10,0.2283,-1.48,139,44,99,1,80
474,MA,02093,Discover,3592,05012973,5,0.0667,-2.71,130,92,61,2,3643
475,WA,99166,Chase,6654,08921263,8,0.4147,-0.88,141,79,119,1,500
476,IL,60690,Discover,2699,07012398,7,0.2090,-1.57,125,97,92,2,360
477,LA,70068,Associates,3347,04013135,4,0.3888,-0.94,93,90,5,4,852
478,CA,93111,Bank_Of_Am,2541,01018222,1,0.5894,-0.53,122,81,77,1,103
479,MI,48423,Chase_Rev,9832,09012112,9,0.9670,-0.03,119,71,68,11,2250
480,WA,98031,Bank_Of_Am,1540,04923403,4,0.3781,-0.97,139,20,102,1,1090
481,IN,46319,Discover,2349,07012511,7,0.1679,-1.78,125,31,139,2,100
482,FL,33319,Associates,5811,01014898,1,0.7971,-0.23,145,34,91,4,1039
483,CA,92021,Wells,1609,01016732,1,0.2631,-1.34,94,23,88,2,205
484,ME,04011,Associates,1037,04013186,4,0.2203,-1.51,105,7,38,5,20
485,CA,95621,Wells,2044,02013729,2,0.1365,-1.99,108,66,81,2,200
486,CO,80601,Discover,2915,05012844,5,0.0643,-2.74,124,17,69,1,150
487,IL,61455,Discover,2218,01016262,1,0.4379,-0.83,123,34,41,1,230
488,CA,92231,Wells,2137,04923452,4,0.5810,-0.54,130,40,48,3,930
489,SC,29715,Associates,687,02013757,2,0.4060,-0.9,129,79,86,19,149
490,IL,62565,Bank_Of_Am,8595,01015826,1,0.8465,-0.17,119,92,75,10,2860
491,NC,28304,Discover,3509,01015317,1,0.3481,-1.06,89,42,23,4,1020
492,PA,16101,Associates,3026,02014416,2,0.5622,-0.58,141,87,95,8,3185
493,CA,92708,Wells,1044,05012794,5,0.3232,-1.13,105,21,57,2,450
494,IN,47102,Discover,7468,08012277,8,0.6191,-0.48,130,76,68,2,3710
495,FL,33033,Bank_Of_Am,2886,01019416,1,0.7352,-0.31,135,29,58,2,468
496,CA,94609,Wells,1074,06012674,6,0.6630,-0.41,133,89,128,1,130
497,CA,90805,Discover,5933,01015653,1,0.8841,-0.12,123,85,26,6,225
498,IN,46962,Discover,1660,05012868,5,0.8690,-0.14,98,48,61,4,440
499,MN,55414,Discover,2995,01014786,1,0.1217,-2.11,137,76,49,1,719
500,SC,29745,Chase,4182,05012876,5,0.6684,-0.4,108,7,48,1,1040
501,LA,70092,Chase_Rev,3281,02014301,2,0.0503,-2.99,132,14,45,1,2900
502,MD,21212,Discover,500,01019856,1,0.5127,-0.67,129,50,10,1,425
503,CO,80477,Chase,8001,08012174,8,0.7648,-0.27,111,77,57,2,4200
504,FL,33712,Associates,5950,02924398,2,0.0683,-2.68,102,87,2,1,1194
505,NC,27263,Discover,3440,03013367,3,0.2784,-1.28,137,39,70,4,160
506,CA,93306,Wells,1427,06922397,6,0.3430,-1.07,117,58,75,10,326
507,OR,97103,Chase,2924,03013325,3,0.5312,-0.63,124,56,37,8,75
508,MI,48880,Discover,833,01019545,1,0.4764,-0.74,126,62,68,11,661
509,NC,27302,Discover,3672,05012880,5,0.7921,-0.23,113,67,5,2,500
510,CA,93306,Bank_Of_Am,2400,08012321,8,0.3422,-1.07,137,50,11,4,1715
511,MN,55917,Discover,1104,05012903,5,0.0673,-2.7,104,15,211,7,81
512,NY,11423,Discover,4707,09011879,9,0.2300,-1.47,123,64,36,1,400
513,GA,30044,Wells,3026,04013011,4,0.1093,-2.21,82,82,45,1,390
514,KY,40962,Associates,1692,04013228,4,0.9222,-0.08,90,96,41,1,320
515,CA,92115,Chase,5434,07012382,7,0.9141,-0.09,143,45,72,1,1420
516,TN,38108,Discover,3759,01015115,1,0.4854,-0.72,117,95,34,9,200
517,CA,95610,Wells,1480,08012337,8,0.4989,-0.7,139,24,62,3,405
518,IL,60804,Wells,1447,05012885,5,0.5144,-0.66,134,13,40,4,540
519,SD,57703,Chase_Rev,4013,09012096,9,0.0201,-3.91,130,58,61,2,125
520,ME,04740,Discover,6090,10011722,10,0.0991,-2.31,107,30,95,1,521
521,FL,34446,Bank_Of_Am,1557,01926231,1,0.1765,-1.73,145,55,46,3,1070
522,CA,91360,Discover,3294,09011978,9,0.4501,-0.8,146,40,7,3,2035
523,IN,47401,Discover,4776,03013340,3,0.9062,-0.1,127,10,111,1,5072
524,FL,34251,Associates,2255,04013108,4,0.2433,-1.41,111,70,101,5,145
525,CA,96080,Discover,4082,02013919,2,0.3940,-0.93,117,26,52,3,580
526,TX,75043,Discover,7045,02014102,2,0.2577,-1.36,119,33,11,3,1502
527,CA,91364,Chase,4249,06012574,6,0.8062,-0.22,145,10,25,2,1095
528,FL,33025,Associates,4958,09011902,9,0.1838,-1.69,117,29,13,10,1850
529,TX,77372,Discover,2848,09011903,9,0.6237,-0.47,108,60,12,5,2128
530,TX,77058,Discover,998,03013607,3,0.8165,-0.2,128,67,40,2,90
531,OH,43228,Discover,2902,01926752,1,0.4290,-0.85,140,36,19,1,812
532,IL,60411,Discover,5521,02013777,2,0.3834,-0.96,138,62,51,8,485
533,IA,52556,Bank_Of_Am,979,01019453,1,0.0016,-6.42,128,12,134,1,30
534,TX,76906,Discover,1931,10011385,10,0.1618,-1.82,101,3,40,3,186
535,KY,42025,Discover,5311,07012508,7,0.1883,-1.67,91,17,46,6,3264
536,CA,95833,Wells,1319,07012452,7,0.7033,-0.35,119,75,28,8,250
537,WA,98105,Bank_Of_Am,418,05922970,5,0.1524,-1.88,144,80,19,2,560
538,PA,19104,Associates,4198,01019207,1,0.1400,-1.97,81,36,63,5,1096
539,ME,04102,Discover,4174,10011451,10,0.1758,-1.74,139,35,4,1,1944
540,FL,32686,Discover,11514,01019016,1,0.1959,-1.63,112,15,23,4,618
541,CA,91103,Wells_FIB,1595,02013903,2,0.1716,-1.76,105,82,37,1,189
542,WA,98467,Bank_Of_Am,1540,02013933,2,0.6295,-0.46,124,58,113,3,1707
543,WA,98037,Bank_Of_Am,1462,05012826,5,0.9884,-0.01,116,35,73,4,1400
544,CA,90650,Wells,1923,04013131,4,0.7025,-0.35,133,3,108,2,114
545,CA,92675,Bank_Of_Am,811,04013055,4,0.7966,-0.23,111,6,100,1,50
546,NV,89102,Discover,3851,10011188,10,0.0471,-3.06,130,47,9,3,947
547,WI,53215,Bank_Of_Am,474,01018349,1,0.5355,-0.62,140,54,139,7,60
548,TX,77801,Chase,5376,10011171,10,0.5851,-0.54,103,51,54,1,75
549,MA,02740,Discover,998,02014224,2,0.2477,-1.4,124,33,216,2,200
550,GA,31208,Wells,3032,02014248,2,0.0138,-4.28,136,92,26,1,1711
551,IL,60625,Discover,1884,02013797,2,0.6633,-0.41,147,28,87,1,80
552,CA,91205,Wells,1468,07012469,7,0.4375,-0.83,144,57,18,7,718
553,NY,11220,Discover,2451,02013711,2,0.9312,-0.07,135,26,50,2,506
554,DE,19711,Chase_Rev,1628,02013852,2,0.1367,-1.99,81,14,213,4,225
555,CA,94062,Bank_Of_Am,2040,06012623,6,0.4010,-0.91,118,45,106,6,1825
556,TX,75215,Associates,1236,10011757,10,0.2994,-1.21,145,11,102,9,222
557,NJ,08879,Chase_Rev,2793,04013114,4,0.1850,-1.69,126,82,54,2,200
558,CA,90746,Wells,8570,05012900,5,0.9389,-0.06,124,20,82,2,2638
559,OH,43402,Bank_Of_Am,2840,01019285,1,0.1458,-1.93,111,90,47,3,717
560,ME,04210,Discover,2730,08012346,8,0.4002,-0.92,148,94,44,1,552
561,CA,90278,Chase,4106,05012956,5,0.3868,-0.95,126,54,128,1,600
562,NJ,07410,Discover,2192,04013266,4,0.8620,-0.15,135,46,253,4,1390
563,FL,33905,Discover,7877,08012342,8,0.0034,-5.68,136,7,41,5,1100
564,CA,90280,Bank_Of_Am,1977,01015459,1,0.5987,-0.51,129,95,303,11,1501
565,DE,19808,Discover,6691,08012226,8,0.6558,-0.42,113,49,146,4,1200
566,AZ,85260,Wells,3573,01014997,1,0.5367,-0.62,131,67,26,6,860
567,NY,10466,Discover,6893,07920000,7,0.9559,-0.05,115,86,100,12,1300
568,CA,92880,Discover,5441,01016414,1,0.0638,-2.75,137,69,76,2,260
569,CA,93505,Wells_FIB,2394,06922426,6,0.7936,-0.23,134,81,99,1,200
570,FL,33162,Associates,9234,01019218,1,0.6392,-0.45,126,62,78,2,3055
571,NJ,07843,Bank_Of_Am,3449,02013731,2,0.0618,-2.78,98,93,109,7,1791
572,MS,39046,Discover,2233,02014658,2,0.0034,-5.68,116,11,42,11,1050
573,TX,77008,Wells,3658,10011815,10,0.0830,-2.49,112,44,61,11,325
574,MO,63114,Discover,5992,06012679,6,0.5229,-0.65,136,63,160,5,628
575,FL,32792,Discover,1525,03013366,3,0.9748,-0.03,92,61,52,1,630
576,CA,95501,Bank_Of_Am,2339,03013578,3,0.1601,-1.83,140,79,31,12,445
577,IL,60608,Discover,2292,04013137,4,0.4349,-0.83,117,22,17,2,2871
578,MA,02045,Discover,2592,01016274,1,0.9621,-0.04,130,50,147,4,115
579,TX,79407,Chase,1681,09012051,9,0.0512,-2.97,124,89,19,7,435
580,MS,39406,Discover,2131,03013537,3,0.6971,-0.36,121,43,11,2,825
581,FL,32209,Wells,2960,03013507,3,0.6536,-0.43,117,76,69,2,530
582,AL,36066,Chase,5600,06012605,6,0.3332,-1.1,139,14,262,1,1330
583,CA,95403,Discover,1454,08012345,8,0.8175,-0.2,107,76,9,2,470
584,OK,74948,Discover,5975,10011743,10,0.7182,-0.33,138,10,7,2,175
585,SC,29073,Discover,3049,03013323,3,0.2372,-1.44,120,21,227,1,200
586,HI,96749,Associates,2884,07012432,7,0.4444,-0.81,142,59,112,1,709
587,SC,29928,Chase_Rev,4666,04013042,4,0.1860,-1.68,89,14,45,1,190
588,TX,77539,Discover,3216,04013167,4,0.4856,-0.72,116,48,88,5,1631
589,CA,90064,Bank_Of_Am,2330,07012403,7,0.1637,-1.81,130,93,35,6,1617
590,MN,55060,Chase_Rev,3289,05012922,5,0.2024,-1.6,135,67,48,16,1295
591,MS,38732,Associates,1752,02014258,2,0.6342,-0.46,106,50,81,2,100
592,NY,11238,Wells,1342,04013220,4,0.4847,-0.72,116,16,123,2,50
593,KY,41139,Wells,487,01014954,1,0.0262,-3.64,131,49,32,2,34
594,NV,89030,Discover,7106,10011072,10,0.0377,-3.28,125,4,148,7,250
595,CA,91944,Wells,1125,06012764,6,0.1773,-1.73,126,2,71,3,230
596,MS,39156,Discover,1618,06012705,6,0.3579,-1.03,111,13,113,3,155
597,VA,22003,Discover,1625,01019615,1,0.7758,-0.25,98,52,303,1,125
598,FL,33024,Discover,7665,09011968,9,0.4269,-0.85,118,85,47,1,25
599,NJ,07306,Associates,3758,01017843,1,0.1312,-2.03,124,55,121,1,870
600,AZ,85208,Wells,1510,05012859,5,0.7530,-0.28,134,42,72,11,366
601,IL,60521,Bank_Of_Am,713,02013693,2,0.0549,-2.9,141,64,183,1,454
602,LA,70816,Discover,3828,04013069,4,0.5791,-0.55,132,26,3,3,160
603,AZ,85337,Bank_Of_Am,3594,02014585,2,0.7615,-0.27,129,10,159,5,75
604,TX,78526,Bank_Of_Am,2999,01015107,1,0.8567,-0.15,135,91,102,10,285
605,VA,23608,Chase,1385,02013707,2,0.2660,-1.32,123,50,19,6,75
606,CA,92101,Bank_Of_Am,3512,07922085,7,0.5515,-0.6,147,33,44,5,1900
607,MN,55082,Discover,2186,04013009,4,0.6952,-0.36,109,32,14,3,1080
608,CA,94578,Wells,8598,01014951,1,0.6270,-0.47,129,27,89,2,908
609,NY,11412,Discover,4998,05012816,5,0.6084,-0.5,121,52,190,1,450
610,MO,64427,Chase_Rev,1386,06012587,6,0.4328,-0.84,87,58,116,1,692
611,CA,90706,Wells,1938,01015487,1,0.1273,-2.06,98,80,234,2,225
612,KS,66007,Discover,1486,08012219,8,0.6117,-0.49,133,8,74,1,70
613,WA,98055,Bank_Of_Am,382,04013094,4,0.9384,-0.06,109,45,375,2,743
614,CA,90037,Wells,1108,06012644,6,0.6797,-0.39,116,66,184,9,603
615,NJ,08109,Chase,4148,02013720,2,0.9905,-0.01,104,95,549,1,800
616,TX,77532,Discover,8171,10011156,10,0.3582,-1.03,112,12,97,4,2106
617,SC,29150,Associates,5846,01926772,1,0.6953,-0.36,128,29,55,3,1138
618,MS,39440,Discover,2164,01926022,1,0.8344,-0.18,134,47,45,3,154
619,GA,31728,Discover,6341,05012925,5,0.0080,-4.82,123,91,46,1,720
620,NV,89149,Wells,1153,10011831,10,0.3983,-0.92,98,16,150,3,162
621,AK,99833,Chase_Rev,9030,06012632,6,0.5881,-0.53,122,53,129,1,294
622,TX,78681,Discover,3525,06922295,6,0.7197,-0.33,135,59,166,1,2350
623,UT,84108,Chase,3349,04013107,4,0.3823,-0.96,140,87,187,7,509
624,PA,19103,Bank_Of_Am,1811,03013363,3,0.9250,-0.08,137,21,43,3,200
625,LA,70805,Discover,2394,04013116,4,0.9310,-0.07,145,17,86,4,150
626,TX,77904,Discover,5518,10011248,10,0.9149,-0.09,129,36,89,4,300
627,TX,77088,Wells,2675,02014390,2,0.2699,-1.31,93,21,110,1,25
628,AL,36925,Chase,6116,05012874,5,0.4349,-0.83,117,51,87,6,126
629,CA,95610,Wells,667,03013522,3,0.1096,-2.21,125,37,47,1,480
630,OH,45424,Bank_Of_Am,6600,02013904,2,0.5605,-0.58,120,88,6,5,2590
631,OH,43402,Bank_Of_Am,3528,01019189,1,0.5639,-0.57,120,21,8,4,430
632,CA,92025,Wells,5868,02925559,2,0.6319,-0.46,116,11,148,6,890
633,CA,90803,Discover,1959,04013083,4,0.8611,-0.15,104,50,191,1,300
634,PA,19067,Chase,1264,04013146,4,0.4632,-0.77,100,94,114,3,216
635,NY,10472,Discover,1568,03013309,3,0.4359,-0.83,136,35,178,4,328
636,PA,19135,Chase_Rev,2226,03013513,3,0.9173,-0.09,103,67,63,1,858
637,CA,94086,Wells,2814,06012606,6,0.5126,-0.67,106,68,25,4,350
638,CA,95334,Bank_Of_Am,2440,01019347,1,0.7164,-0.33,83,76,77,8,30
639,CA,92128,Wells,1370,04013083,4,0.4675,-0.76,129,74,84,2,1480
640,CA,94117,Bank_Of_Am,1994,06012625,6,0.2358,-1.44,141,12,69,2,1313
641,NY,10924,Bank_Of_Am,2189,03013405,3,0.3504,-1.05,133,83,72,1,2960
642,TN,37764,Chase_Rev,3652,05012801,5,0.4456,-0.81,124,72,182,1,1270
643,NY,10027,Associates,3107,04013091,4,0.3867,-0.95,109,47,49,7,1100
644,NY,12401,Associates,1776,03013567,3,0.0701,-2.66,116,99,58,3,100
645,MD,20772,Bank_Of_Am,1273,02013922,2,0.3958,-0.93,136,55,138,2,50
646,KY,42104,Discover,1657,05012825,5,0.9621,-0.04,111,80,78,4,635
647,FL,34769,Discover,3145,04013117,4,0.1930,-1.65,145,41,22,4,828
648,CA,91043,Chase_Rev,1755,04013033,4,0.3452,-1.06,138,5,117,3,1200
649,MS,38671,Chase,4330,10011818,10,0.2793,-1.28,135,81,82,1,227
650,TX,77541,Discover,1703,09011910,9,0.8942,-0.11,124,9,23,1,106
651,WV,26554,Chase,2687,08000000,8,0.2706,-1.31,139,68,100,9,109
652,CA,95945,Wells,1947,04013155,4,0.0216,-3.84,81,25,47,5,50
